Title,Year,Authors,Venue,Citation Count,Scholar URL,Abstract
Spellring: Recognizing continuous fingerspelling in american sign language using a ring,2025,"H Lim, NA Dang, D Lee, TC Yu, J Lu, FM Li, Y Jin, Y Ma, X Bi, ...","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems … , 2025",11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:r0BpntZqJG4C,"Fingerspelling is a critical part of American Sign Language (ASL) recognition and has become an accessible optional text entry method for Deaf and Hard of Hearing (DHH) individuals. In this paper, we introduce SpellRing, a single smart ring worn on the thumb that recognizes words continuously fingerspelled in ASL. SpellRing uses active acoustic sensing (via a microphone and speaker) and an inertial measurement unit (IMU) to track handshape and movement, which are processed through a deep learning algorithm using Connectionist Temporal Classification (CTC) loss. We evaluated the system with 20 ASL signers (13 fluent and 7 learners), using the MacKenzie-Soukoref Phrase Set of 1,164 words and 100 phrases. Offline evaluation yielded top-1 and top-5 word recognition accuracies of 82.45% (±9.67%) and 92.42% (±5.70%), respectively. In real-time, the system achieved a word error rate (WER) of 0.099 …"
OSCAR: object status and contextual awareness for recipes to support non-visual cooking,2025,"FM Li, K Ng, B Zhu, P Carrington","Proceedings of the Extended Abstracts of the CHI Conference on Human Factors … , 2025",10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:TFP_iSt0sucC,"Following recipes while cooking is an important but difficult task for visually impaired individuals. We developed OSCAR (Object Status Context Awareness for Recipes), a novel approach that provides recipe progress tracking and context-aware feedback on the completion of cooking tasks through tracking object statuses. OSCAR leverages both Large-Language Models (LLMs) and Vision-Language Models (VLMs) to manipulate recipe steps, extract object status information, align visual frames with object status, and provide cooking progress tracking log. We evaluated OSCAR’s recipe following functionality using 173 YouTube cooking videos and 12 real-world non-visual cooking videos to demonstrate OSCAR’s capability to track cooking steps and provide contextual guidance. Our results highlight the effectiveness of using object status to improve performance compared to baseline by over 20% across different …"
Selenite: Scaffolding decision making with comprehensive overviews elicited from large language models,2023,"MX Liu, T Wu, T Chen, FM Li, A Kittur, BA Myers","arXiv preprint arXiv:2310.02161 6 (3) , 2023",9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:J_g5lzvAfSwC,No abstract available.
"How users who are blind or low vision play mobile games: Perceptions, challenges, and strategies",2025,"Z Ran, X Li, Q Xiao, X Fan, FM Li, Y Wang, Z Lu","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems … , 2025",7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:iH-uZ7U-co4C,"As blind and low-vision (BLV) players engage more deeply with games, accessibility features have become essential. While some research has explored tools and strategies to enhance game accessibility, the specific experiences of these players with mobile games remain underexamined. This study addresses this gap by investigating how BLV users experience mobile games with varying accessibility levels. Through interviews with 32 experienced BLV mobile players, we explore their perceptions, challenges, and strategies for engaging with mobile games. Our findings reveal that BLV players turn to mobile games to alleviate boredom, achieve a sense of accomplishment, and build social connections, but face barriers depending on the game’s accessibility level. We also compare mobile games to other forms of gaming, highlighting the relative advantages of mobile games, such as the inherent accessibility of …"
Exploring object status recognition for recipe progress tracking in non-visual cooking,2025,"FM Li, K Ng, B Zhu, P Carrington","Proceedings of the 27th International ACM SIGACCESS Conference on Computers … , 2025",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:blknAaTinKkC,"Cooking plays a vital role in everyday independence and well-being, yet remains challenging for people with vision impairments due to limited support for tracking progress and receiving contextual feedback. Object status — the condition or transformation of ingredients and tools — offers a promising but underexplored foundation for context-aware cooking support. In this paper, we present OSCAR (Object Status Context Awareness for Recipes), a technical pipeline that explores the use of object status recognition to enable recipe progress tracking in non-visual cooking. OSCAR integrates recipe parsing, object status extraction, visual alignment with cooking steps, and time-causal modeling to support real-time step tracking. We evaluate OSCAR on 173 instructional videos and a real-world dataset of 12 non-visual cooking sessions recorded by BLV individuals in their homes. Our results show that object status …"
More than One Step at a Time: Designing Procedural Feedback for Non-visual Makeup Routines,2025,"FM Li, A Oharazawa, CQ Zhu, M Fan, D Sato, C Asakawa, P Carrington","Proceedings of the 27th International ACM SIGACCESS Conference on Computers … , 2025",5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:M3NEmzRMIkIC,"Makeup plays a vital role in self-expression, identity, and confidence — yet remains an underexplored domain for assistive technology, especially for people with vision impairments. While existing tools support isolated tasks such as color identification or product labeling, they rarely address the procedural complexity of makeup routines: coordinating step sequences, managing product placement, and assessing the final look with accessible feedback. To understand the real-world process, we conducted a contextual inquiry with 15 visually impaired makeup users, capturing real-time makeup application behaviors and their step-by-step information needs and assessment approaches. Our findings reveal embodied, tactile-first strategies; persistent challenges in blending, symmetry, and assessment; and a desire for honest, real-time, goal-aligned feedback. We also interviewed five professional makeup artists, who …"
AROMA: Mixed-Initiative AI Assistance for Non-Visual Cooking by Grounding Multimodal Information Between Reality and Videos,2025,"Z Ning, L Li, D Killough, JY Seo, P Carrington, Y Tian, Y Zhao, FM Li, ...","Proceedings of the 38th Annual ACM Symposium on User Interface Software and … , 2025",5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:O3NaXMp0MMsC,"Videos offer rich audiovisual information that can support people in performing activities of daily living (ADLs), but they remain largely inaccessible to blind or low-vision (BLV) individuals. In cooking, BLV people often rely on non-visual cues—such as touch, taste, and smell—to navigate their environment, making it difficult to follow the predominantly audiovisual instructions found in video recipes. To address this problem, we introduce Aroma , an AI system that provides timely responses to the user based on real-time, context-aware assistance by integrating non-visual cues perceived by the user, a wearable camera feed, and video recipe content. Aroma uses a mixed-initiative approach: it responds to user requests while also proactively monitoring the video stream to offer timely alerts and guidance. This collaborative design leverages the complementary strengths of the user and AI system to align the physical …"
PANDA: Parkinson's Assistance and Notification Driving Aid,2025,"T Wen, X Zhang, Z Wan, J Zhao, Y Zhu, N Su, X Peng, J Huang, W Sun, ...","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems … , 2025",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:bEWYMUwI8FkC,"Parkinson’s Disease (PD) significantly impacts driving abilities, often leading to early driving cessation or accidents due to reduced motor control and increasing reaction times. To diminish the impact of these symptoms, we developed PANDA (Parkinson’s Assistance and Notification Driving Aid), a multi-modality real-time alert system designed to monitor driving patterns continuously and provide immediate alerts for irregular driving behaviors, enhancing driver safety of individuals with PD. The system was developed through a participatory design process with 9 people with PD and 13 non-PD individuals using a driving simulator, which allowed us to identify critical design characteristics and collect detailed data on driving behavior. A user study involving individuals with PD evaluated the effectiveness of PANDA, exploring optimal strategies for delivering alerts and ensuring they are timely and helpful. Our findings …"
Context matters: Investigating information sharing in mixed-visual ability social interactions,2024,"M Bandukda, Y Wang, M Perusquia-Hernandez, FM Li, C Holloway","Extended Abstracts of the CHI Conference on Human Factors in Computing … , 2024",4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:e5wmG9Sq2KIC,"Social inclusion of disabled people has been a topic of interest in HCI research led by the rise of ubiquitous and camera-based technologies. As the research area is increasing, a comprehensive understanding of blind, partially sighted (BPS), and sighted people's needs in various social settings is needed to fully inform the design of social technologies. To address this, we conducted semi-structured individual and group interviews with 12 BPS and eight sighted participants. Our findings show that context-dependent information-sharing needs of BPS and sighted people vary across social contexts (illustrated in Figure 1). While currently depending on support from sighted companions, BPS participants expressed a strong sense of independence and agency. We discuss the tensions between BPS people's information needs, sighted people's privacy concerns, and implications for the design of social technologies to …"
Understanding the Video Content Creation Journey of Creators with Sensory Impairment in Kenya,2025,"L Xiao, M Bandukda, FM Li, M Colley, C Holloway","Proceedings of the 27th International ACM SIGACCESS Conference on Computers … , 2025",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:RYcK_YlVTxYC,"Video content creation offers vital opportunities for expression and participation, yet remains largely inaccessible to creators with sensory impairments, especially in low-resource settings. We conducted interviews with 20 video creators with visual and hearing impairments in Kenya to examine their tools, challenges, and collaborative practices. Our findings show that accessibility barriers and infrastructural limitations shape video creation as a staged, collaborative process involving trusted human partners and emerging AI tools. Across workflows, creators actively negotiated agency and trust, maintaining creative control while bridging sensory gaps. We discuss the need for flexible, interdependent collaboration models, inclusive human-AI workflows, and diverse storytelling practices. This work broadens accessibility research in HCI by examining how technology and social factors intersect in low-resource contexts …"
VizXpress: Towards Expressive Visual Content by Blind Creators Through AI Support,2025,"L Zhang, Z Zhang, G Clepper, FM Li, P Carrington, JO Wobbrock, ...","Proceedings of the 27th International ACM SIGACCESS Conference on Computers … , 2025",3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:RGFaLdJalmkC,"From curating the layout of a resume to selecting filters for social media, creating and configuring visual content allows individuals to express identity, communicate intent, and engage socially, yet blind individuals often face significant barriers to such expressive practices. Prior accessibility research primarily addresses functional content configuration, leaving little understanding of blind individuals’ expressive visual creation needs. To better understand and support these needs, we conducted a two-stage study: first, we interviewed 10 blind participants to understand their motivations, current practices, and barriers in visual expression, and to ideate on potential visual editing support; second, based on interview insights, we developed an interactive prototype (VizXpress) that provides real-time feedback on visual aesthetics using a vision-language model and supports automated and manual visual editing controls …"
Understanding How Visually Impaired Players Socialize in Mobile Games,2025,"Z Ran, X Li, Q Xiao, Y Wang, FM Li, Z Lu","Proceedings of the 27th International ACM SIGACCESS Conference on Computers … , 2025",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:ns9cj8rnVeAC,"Mobile games are becoming a vital medium for social interaction, offering a platform that transcends geographical boundaries. An increasing number of visually impaired individuals are engaging in mobile gaming to connect, collaborate, compete, and build friendships. In China, visually impaired communities face significant social challenges in offline settings, making mobile games a crucial avenue for socialization. However, the design of mobile games and their mapping to real-world environments significantly shape their social gaming experiences. This study explores how visually impaired players in China navigate socialization and integrate into gaming communities. Through interviews with 30 visually impaired players, we found that while mobile games fulfill many of their social needs, technological barriers and insufficient accessibility features, and internal community divisions present significant challenges …"
Exploring the Impact of Emotional Voice Integration in Sign-to-Speech Translators for Deaf-to-Hearing Communication,2025,"H Lim, M Gao, FM Li, NA Dang, I Sit, MM Olson, C Zhang","Proceedings of the ACM on Human-Computer Interaction 9 (7), 1-28 , 2025",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:j3f4tGmQtD8C,"Emotional voice communication plays a crucial role in effective daily interactions. Deaf and Hard of Hearing (DHH) individuals, who often have limited use of voice, rely on facial expressions to supplement sign language and convey emotions. However, in American Sign Language (ASL), facial expressions serve not only emotional purposes but also function as linguistic markers that can alter the meaning of signs. This dual role can often confuse non-signers when interpreting a signer's emotional state. In this paper, we present studies that: (1) confirm the challenges non-signers face when interpreting emotions from facial expressions in ASL communication, and (2) demonstrate how integrating emotional voice into translation systems can enhance hearing individuals' understanding of a signer's emotional intent. An online survey with 45 hearing participants (non-ASL signers) revealed frequent misinterpretations of …"
Empowering autonomy and agency: Exploring and augmenting accessible cyber-physical systems,2023,"FM Li, P Carrington","Adjunct Proceedings of the 2023 ACM International Joint Conference on … , 2023",1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:ZeXyd9-uunAC,"People with Vision Impairments face various barriers in physical activities that are highly visual (e.g., cooking, visiting art museums), which strongly impact their agency, autonomy, and quality of life. Cyber-Physical Systems (CPS) provide opportunities for people with vision impairments to better interact with physical space. In this research, we first explore current practices and challenges of the adaptation of CPS by people with vision impairments in physical activities. We then establish a comprehensive design space and design guidelines for CPS to satisfy the needs of blind individuals. Finally, we integrate the user-centered design guidelines, implement CPS for people with vision impairments to reduce the barrier of interacting with physical space, and conduct deployment studies to validate our design. Overall, our research provide a roadmap of augmenting accessible CPS for people with disabilities in the …"
Understanding Nature Engagement Experiences of Blind People,2026,"M Tang, X Li, J Zhang, FM Li, Z Li","arXiv preprint arXiv:2602.17093 , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:M05iB0D1s5AC,"Nature plays a crucial role in human health and well-being, but little is known about how blind people experience and relate to it. We conducted a survey of nature relatedness with blind (N=20) and sighted (N=20) participants, along with in-depth interviews with 16 blind participants, to examine how blind people engage with nature and the factors shaping this engagement. Our survey results revealed lower levels of nature relatedness among blind participants compared to sighted peers. Our interview study further highlighted: 1) current practices and challenges of nature engagement, 2) attitudes and values that shape engagement, and 3) expectations for assistive technologies that support safe and meaningful engagement. We also provide design implications to guide future technologies that support nature engagement for blind people. Overall, our findings illustrate how blind people experience nature beyond vision and lay a foundation for technologies that support inclusive nature engagement."
ADCanvas: Accessible and Conversational Audio Description Authoring for Blind and Low Vision Creators,2026,"F Mingzhe Li, M Xieyang Liu, CL Bennett, SK Kane","arXiv e-prints, arXiv: 2602.07266 , 2026",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:ldfaerwXgEUC,"Audio Description (AD) provides essential access to visual media for blind and low vision (BLV) audiences. Yet current AD production tools remain largely inaccessible to BLV video creators, who possess valuable expertise but face barriers due to visually-driven interfaces. We present ADCanvas, a multimodal authoring system that supports non-visual control over audio description (AD) creation. ADCanvas combines conversational interaction with keyboard-based playback control and a plain-text, screen reader-accessible editor to support end-to-end AD authoring and visual question answering (VQA). Combining screen-reader-friendly controls with a multimodal LLM agent, ADCanvas supports live VQA, script generation, and AD modification. Through a user study with 12 BLV video creators, we find that users adopt the conversational agent as an informational aide and drafting assistant, while maintaining …"
ADCanvas: Accessible and Conversational Audio Description Authoring for Blind and Low Vision Creators,2026,"FM Li, MX Liu, CL Bennett, SK Kane",,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:2P1L_qKh6hAC,"Audio Description (AD) provides essential access to visual media for blind and low vision (BLV) audiences. Yet current AD production tools remain largely inaccessible to BLV video creators, who possess"
Accessible Cyber-Physical Activities,2025,"R Arakawa, FM Li, N Zhang, M Huh, A Pavel, R Suzuki, P Carrington, ...","Adjunct Proceedings of the 38th Annual ACM Symposium on User Interface … , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:lSLTfruPkqcC,"Recent advances in context sensing, generative AI, robotics, and augmented/mixed reality have created unprecedented opportunities to design cyber-physical systems that meaningfully support accessibility and inclusion in everyday life. These intelligent systems can sense the environment, interpret user goals, and provide adaptive, real-time support, enabling people with disabilities to engage confidently in daily activities ranging from cooking and personal care to creative expression and skill acquisition. However, realizing this potential requires addressing critical challenges in sensing, interaction design, adaptability, and evaluation to ensure systems are trustworthy, user-centered, and extend rather than replace human capabilities. This workshop brings together researchers and designers across HCI, AI, AR/VR, accessibility, and robotics to explore the design and evaluation of accessible cyber-physical …"
On-the-fly Calibration for Improved On-Device Eye Tracking,2025,"JP Bigham, M Li, SC White, X Zhang, Q Shan, CE GUESTRIN","US Patent App. 19/193,720 , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:35N4QoGY0k4C,"Calibration of eye tracking is improved by collecting additional calibration pairs when user is using apps with eye tracking. A user input component is presented on a display of an electronic device, detecting a dwelling action for user input component, and in response to detecting the dwelling action, obtaining a calibration pair comprising an uncalibrated gaze point and a screen location of the user input component, wherein the uncalibrated gaze point is determined based on an eye pose during the dwelling action. A screen gaze estimation is determine based on the uncalibrated gaze point, and in response to determining that the calibration pair is a valid calibration pair, training a calibration model using the calibration pair."
On-the-fly calibration for improved on-device eye tracking,2025,"JP Bigham, M Li, SC White, X Zhang, Q Shan, CE GUESTRIN","US Patent 12,314,467 , 2025",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:70eg2SAEIzsC,"Calibration of eye tracking is improved by collecting additional calibration pairs when user is using apps with eye tracking. A user input component is presented on a display of an electronic device, detecting a dwelling action for user input component, and in response to detecting the dwelling action, obtaining a calibration pair comprising an uncalibrated gaze point and a screen location of the user input component, wherein the uncalibrated gaze point is determined based on an eye pose during the dwelling action. A screen gaze estimation is determine based on the uncalibrated gaze point, and in response to determining that the calibration pair is a valid calibration pair, training a calibration model using the calibration pair."
Selenite: Scaffolding Online Sensemaking with Comprehensive Overviews Elicited from Large Language Models,2024,"MX Liu, T Wu, T Chen, FM Li, A Kittur, BA Myers","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems … , 2024",0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jZa4SPIAAAAJ&pagesize=100&citation_for_view=jZa4SPIAAAAJ:hFOr9nPyWt4C,No abstract available.
